Heading,Address,Zipcode,Category,Region Name
Indiana County Tourist Bureau,"Indiana Mall, 2334 Oakland Ave.
Indiana, Pennsylvania 15701",15701.0,cultural,
ASCEND Climbing,"2141 Mary St.
Pittsburgh, Pennsylvania 15203",15203.0,fitness,North Oakland
ASCEND Climbing,"2141 Mary St.
Pittsburgh, Pennsylvania 15203",15203.0,fitness,Shadyside
ASCEND Climbing,"2141 Mary St.
Pittsburgh, Pennsylvania 15203",15203.0,fitness,Squrrle Hill
Kayak Pittsburgh,"317 East Carson St., Ste.160
Pittsburgh, Pennsylvania 15219",15219.0,fitness,North Oakland
Kayak Pittsburgh,"317 East Carson St., Ste.160
Pittsburgh, Pennsylvania 15219",15219.0,fitness,Shadyside
Kayak Pittsburgh,"317 East Carson St., Ste.160
Pittsburgh, Pennsylvania 15219",15219.0,fitness,Squrrle Hill
FA Climbing & Fitness,"195 W. Station Square Dr.
Pittsburgh, Pennsylvania 15219",15219.0,fitness,North Oakland
FA Climbing & Fitness,"195 W. Station Square Dr.
Pittsburgh, Pennsylvania 15219",15219.0,fitness,Shadyside
FA Climbing & Fitness,"195 W. Station Square Dr.
Pittsburgh, Pennsylvania 15219",15219.0,fitness,Squrrle Hill
Bike Pittsburgh,"188 43rd St., #1
Pittsburgh, Pennsylvania 15201",15201.0,fitness,North Oakland
Bike Pittsburgh,"188 43rd St., #1
Pittsburgh, Pennsylvania 15201",15201.0,fitness,Shadyside
Bike Pittsburgh,"188 43rd St., #1
Pittsburgh, Pennsylvania 15201",15201.0,fitness,Squrrle Hill
GO Laurel Highlands,"113 East Main St.
Ligonier, Pennsylvania 15658",15658.0,outdoor,
The Clemente Museum,"3339 Penn Ave.
Pittsburgh, Pennsylvania 15201",15201.0,cultural,North Oakland
The Clemente Museum,"3339 Penn Ave.
Pittsburgh, Pennsylvania 15201",15201.0,cultural,Shadyside
The Clemente Museum,"3339 Penn Ave.
Pittsburgh, Pennsylvania 15201",15201.0,cultural,Squrrle Hill
Edgewood Country Club,"100 Churchill Rd
Pittsburgh, Pennsylvania 15235",15235.0,outdoor,
Laurel Highlands River Tours,"PO Box 107
4 Sherman St.
Ohiopyle, Pennsylvania 15470",15470.0,outdoor,
Great Allegheny Passage,"25045 Three Rivers Heritage Trail
Pittsburgh, Pennsylvania 15219",15219.0,fitness,North Oakland
Great Allegheny Passage,"25045 Three Rivers Heritage Trail
Pittsburgh, Pennsylvania 15219",15219.0,fitness,Shadyside
Great Allegheny Passage,"25045 Three Rivers Heritage Trail
Pittsburgh, Pennsylvania 15219",15219.0,fitness,Squrrle Hill
Allegheny Land Trust/Dead Man's Hollow,"416 Thorn St.
Sewickley, Pennsylvania 15143",15143.0,outdoor,
Amped Airsoft Arena,"2250 Noblestown Rd.
Pittsburgh, Pennsylvania 15205",15205.0,entertainment,
Allegheny County Parks Department,"542 Forbes Ave., Room 211
Pittsburgh, Pennsylvania 15219",15219.0,outdoor,North Oakland
Allegheny County Parks Department,"542 Forbes Ave., Room 211
Pittsburgh, Pennsylvania 15219",15219.0,outdoor,Shadyside
Allegheny County Parks Department,"542 Forbes Ave., Room 211
Pittsburgh, Pennsylvania 15219",15219.0,outdoor,Squrrle Hill
Bike the Burgh Tours,"1049 Penn Ave.
Pittsburgh, Pennsylvania 15222",15222.0,fitness,North Oakland
Bike the Burgh Tours,"1049 Penn Ave.
Pittsburgh, Pennsylvania 15222",15222.0,fitness,Shadyside
Golden Triangle Bike,"600 1st Ave.
Pittsburgh, Pennsylvania 15219",15219.0,fitness,North Oakland
Golden Triangle Bike,"600 1st Ave.
Pittsburgh, Pennsylvania 15219",15219.0,fitness,Shadyside
Golden Triangle Bike,"600 1st Ave.
Pittsburgh, Pennsylvania 15219",15219.0,fitness,Squrrle Hill
"Experience Armstrong, Inc.","125 Market St.
Kittanning, Pennsylvania 16201",16201.0,cultural,
Discover Ohiopyle,"3045 National Pike
Farmington, Pennsylvania 15437",15437.0,outdoor,
Greene County Tourist Promotion Agency,"19 S. Washington St., Fort Jackson Bldg.
Waynesburg, Pennsylvania 15370",15370.0,outdoor,
Iron City Boulders,"143 51st St.
Pittsburgh, Pennsylvania 15201",15201.0,fitness,North Oakland
Iron City Boulders,"143 51st St.
Pittsburgh, Pennsylvania 15201",15201.0,fitness,Shadyside
Iron City Boulders,"143 51st St.
Pittsburgh, Pennsylvania 15201",15201.0,fitness,Squrrle Hill
Butler County Tourism & Convention Bureau,"310 E. Grandview Ave.
Zelienople, Pennsylvania 16063",16063.0,cultural,
Bear Run Campground & Cabins,"184 Badger Hill Rd.
Portersville, Pennsylvania 16051",16051.0,outdoor,
Beaver County Tourism,"121 Brady's Run Rd., Brady's Run Park Recreation Facility
Beaver Falls, Pennsylvania 15010",15010.0,cultural,
Five Iron Golf,"2 PPG Place, Ste. 90
Pittsburgh, Pennsylvania 15222",15222.0,ball field,North Oakland
Five Iron Golf,"2 PPG Place, Ste. 90
Pittsburgh, Pennsylvania 15222",15222.0,ball field,Shadyside
Paradise Island Bowl & Beach,"7601 Grand Ave.
Pittsburgh, Pennsylvania 15225",15225.0,entertainment,
Segway Pittsburgh,"228 W. Station Square Dr.
Pittsburgh, Pennsylvania 15219",15219.0,cultural,North Oakland
Segway Pittsburgh,"228 W. Station Square Dr.
Pittsburgh, Pennsylvania 15219",15219.0,cultural,Shadyside
Segway Pittsburgh,"228 W. Station Square Dr.
Pittsburgh, Pennsylvania 15219",15219.0,cultural,Squrrle Hill
PPG Paints Arena,"1001 Fifth Ave.
Pittsburgh, Pennsylvania 15219",15219.0,fitness,North Oakland
PPG Paints Arena,"1001 Fifth Ave.
Pittsburgh, Pennsylvania 15219",15219.0,fitness,Shadyside
PPG Paints Arena,"1001 Fifth Ave.
Pittsburgh, Pennsylvania 15219",15219.0,fitness,Squrrle Hill
Steeltown Event Park,"2 Willow Ave
Oakdale, Pennsylvania 15071",15071.0,outdoor,
Seven Springs Mountain Resort,"777 Waterwheel Dr.
Seven Springs, Pennsylvania 15622",15622.0,outdoor,
Nemacolin,"1001 Lafayette Dr.
Farmington, Pennsylvania 15437",15437.0,outdoor,
Steelers Hall of Honor Museum,"100 Art Rooney Ave., Gate B
Pittsburgh, Pennsylvania 15212",15212.0,cultural,North Oakland
OnPar Now,"1669 Smallman St.
Pittsburgh, Pennsylvania 15222",15222.0,fitness,North Oakland
OnPar Now,"1669 Smallman St.
Pittsburgh, Pennsylvania 15222",15222.0,fitness,Shadyside
Pittsburgh Riverhounds SC,"510 W. Station Square Dr.
Pittsburgh, Pennsylvania 15219",15219.0,fitness,North Oakland
Pittsburgh Riverhounds SC,"510 W. Station Square Dr.
Pittsburgh, Pennsylvania 15219",15219.0,fitness,Shadyside
Pittsburgh Riverhounds SC,"510 W. Station Square Dr.
Pittsburgh, Pennsylvania 15219",15219.0,fitness,Squrrle Hill
Puttery Pittsburgh,"1415 Smallman St.
Pittsburgh, Pennsylvania 15222",15222.0,fitness,North Oakland
Puttery Pittsburgh,"1415 Smallman St.
Pittsburgh, Pennsylvania 15222",15222.0,fitness,Shadyside
Steel City Jet Ski Rentals,"151 19th St.
Sharpsburg, Pennsylvania 15215",15215.0,entertainment,Shadyside
Pittsburgh International Race Complex,"201 Penndale Rd.
Wampum, Pennsylvania 16157",16157.0,entertainment,
Quicksilver Golf Club,"PO Box 595, 2000 Quicksilver Rd.
Midway, Pennsylvania 15060",15060.0,ball field,
Printscape Arena,"114 Southpointe Blvd.
Canonsburg, Pennsylvania 15317",15317.0,fitness,
Olde Stonewall Golf Club,"1495 Mercer Rd.
Ellwood City, Pennsylvania 16117",16117.0,ball field,
Pittsburgh Steelers,"100 Art Rooney Ave., Acrisure Stadium
Pittsburgh, Pennsylvania 15212",15212.0,fitness,North Oakland
Pittsburgh Paintball Park,"1403 Idlewood Rd.
Pittsburgh, Pennsylvania 15205",15205.0,entertainment,
Rose Point Park - Cabins & Camping,"8775 Old US 422
New Castle, Pennsylvania 16101",16101.0,outdoor,
Montour Trail,"304 Hickman St., Ste. 3
Bridgeville, Pennsylvania 15017",15017.0,fitness,
POGOH Bikeshare,"3328 Penn Ave.
Pittsburgh, Pennsylvania 15201",15201.0,fitness,North Oakland
POGOH Bikeshare,"3328 Penn Ave.
Pittsburgh, Pennsylvania 15201",15201.0,fitness,Shadyside
POGOH Bikeshare,"3328 Penn Ave.
Pittsburgh, Pennsylvania 15201",15201.0,fitness,Squrrle Hill
Pittsburgh Pirates at PNC Park,"115 Federal St., PNC Park at the North Shore
Pittsburgh, Pennsylvania 15212",15212.0,fitness,North Oakland
Pittsburgh Penguins,"1001 Fifth Ave., PPG Paints Arena
Pittsburgh, Pennsylvania 15219",15219.0,fitness,North Oakland
Pittsburgh Penguins,"1001 Fifth Ave., PPG Paints Arena
Pittsburgh, Pennsylvania 15219",15219.0,fitness,Shadyside
Pittsburgh Penguins,"1001 Fifth Ave., PPG Paints Arena
Pittsburgh, Pennsylvania 15219",15219.0,fitness,Squrrle Hill
Three Rivers Rowing Association,"300 Waterfront Dr.
Pittsburgh, Pennsylvania 15222",15222.0,entertainment,North Oakland
Three Rivers Rowing Association,"300 Waterfront Dr.
Pittsburgh, Pennsylvania 15222",15222.0,entertainment,Shadyside
Visit Lawrence County,"229 S. Jefferson St., Ste. 101
New Castle, Pennsylvania 16101",16101.0,cultural,
White Water Adventurers Inc.,"PO Box 31, 6 Negley St.
Ohiopyle, Pennsylvania 15470",15470.0,outdoor,
University of Pittsburgh Athletic Department,"3719 Terrace St.
Pittsburgh, Pennsylvania 15261",15261.0,fitness,
Topgolf,"400 Presto-Sygan Rd.
Bridgeville, Pennsylvania 15017",15017.0,ball field,
VisitMercerCountyPA,"50 North Water Ave.
Sharon, Pennsylvania 16146",16146.0,cultural,
Walk The Burgh Tours,"1049 Penn Ave.
Pittsburgh, Pennsylvania 15222",15222.0,outdoor,North Oakland
Walk The Burgh Tours,"1049 Penn Ave.
Pittsburgh, Pennsylvania 15222",15222.0,outdoor,Shadyside
Washington County Tourism Promotion Agency,"1000 Horizon Vue Dr., Ste. 1C80
Canonsburg, Pennsylvania 15317",15317.0,cultural,
Yogi Bear's Jellystone Park at Kozy Rest,"449 Campground Rd.
Harrisville, Pennsylvania 16038",16038.0,outdoor,
Basketball Courts,Boyce Park,15239.0,ball field,
Tennis Courts,Boyce Park,15239.0,ball field,
Off Leash Dog Park 2,Boyce Park,15239.0,dog park,
Off Leash Dog Park 1,Boyce Park,15239.0,dog park,
New Texas Baseball Field,Boyce Park,15239.0,ball field,
Commissioners Field,Boyce Park,15239.0,ball field,
Soccer Field 3,Boyce Park,15239.0,ball field,
Wave Pool,Boyce Park,15239.0,fitness,
Soccer Field 2,Harrison Hills Park,15065.0,ball field,
Cabin,North Park,15101.0,camping,
Basketball Courts,North Park,15101.0,ball field,
Dek Hockey Rink,North Park,15101.0,fitness,
Devils Elbow Baseball Field,North Park,15101.0,ball field,
Donora Baseball Field,North Park,15101.0,ball field,
Lone Pine Baseball Field,North Park,15101.0,ball field,
Mill Baseball Field,North Park,15101.0,ball field,
Pie Traynor Baseball Field,North Park,15101.0,ball field,
Woods Baseball Field 1,North Park,15101.0,ball field,
Woods Baseball Field 2,North Park,15101.0,ball field,
J.C. Stone Field,North Park,15101.0,ball field,
Mckinney Soccer Field 1,North Park,15101.0,ball field,
Mckinney Soccer Field 2,North Park,15101.0,ball field,
Pie Traynor Soccer Field,North Park,15101.0,ball field,
Schwartz Soccer Field 1,North Park,15101.0,ball field,
Schwartz Soccer Field 2,North Park,15101.0,ball field,
Woods Soccer Field,North Park,15101.0,ball field,
Yoest Soccer Field 1,North Park,15101.0,ball field,
Yoest Soccer Field 2,North Park,15101.0,ball field,
Ice Skating Rink - 2nd Floor,North Park,15101.0,fitness,
Ice Skating Rink - Rink,North Park,15101.0,fitness,
North Park Pool,North Park,15101.0,fitness,
Soccer Field,Round Hill Park,15037.0,ball field,
Dek Hockey Rink,Settler's Cabin Park,15205.0,fitness,
Wave Pool,Settler's Cabin Park,15205.0,fitness,
Dog Park,Settler's Cabin Park,15205.0,dog park,
Buffalo Inn,South Park,15129.0,entertainment,
South Park Community House,South Park,15129.0,entertainment,
Basketball Courts,South Park,15129.0,ball field,
Dek Hockey Rink,South Park,15129.0,fitness,
100 Acre Field,South Park,15129.0,ball field,
Alaska Baseball Field,South Park,15129.0,ball field,
Black Ash Baseball Field,South Park,15129.0,ball field,
Edgebrook Field,South Park,15129.0,ball field,
Fairgrounds Ball Field 2,South Park,15129.0,ball field,
Fairgrounds Ball Field 3,South Park,15129.0,ball field,
Texas Softball Field,South Park,15129.0,ball field,
Fairgrounds Ball Field 1,South Park,15129.0,ball field,
Flag Retirement Plaza,South Park,15129.0,entertainment,
Gazebo,South Park,15129.0,outdoor,
Horse Show Ring,South Park,15129.0,entertainment,
Ice Skating Rink,South Park,15129.0,fitness,
Wave Pool - Pool,South Park,15129.0,fitness,
All Purpose Field,White Oak Park,15131.0,ball field,
Lakeview Baseball Field,North Park,15101.0,ball field,
Senior Citizens Softball Complex 1,North Park,15101.0,fitness,
Senior Citizens Softball Complex 2,North Park,15101.0,fitness,
BMX Track,South Park,15129.0,fitness,
Ski Slopes,Boyce Park,15239.0,fitness,
Archery Range,Boyce Park,15239.0,fitness,
Remote Control Airplane Field,Boyce Park,15239.0,ball field,
Off-Leash Dog Park,South Park,15129.0,dog park,
Upper Horse Ring,Hartwood Acres Park,15238.0,entertainment,
Lower Horse Ring,Hartwood Acres Park,15238.0,entertainment,
Practice Horse Ring,Hartwood Acres Park,15238.0,entertainment,
Remote Control Airplane Field,South Park,15129.0,ball field,
